HCHX,4;84;94;29;36;18;45;74;71;71;74;37;18;53;32;20;13;48;46;45;76;51;66;77;39;95;21;62;52;94;27;66;18;0;55;20;28;22;10;94;62;69;9;54;56;7;18;70;50;62;78;87;96;52;21;34;44;86;29;34;65;26;56;78;63;8;90;82;53;90;32;5;66;79;88;90;72;98;77;65;39;40;62;62;91;75;6;63;70;95;95;47;73;84;58;47;13;94;7;30
EXR0,91;69;61;43;94;80;27;38;28;44;23;69;25;30;39;6;75;2;14;97;68;75;32;44;59;99;75;74;73;49;87;47;36;91;26;49;16;31;92;4;90;14;71;85;15;67;47;21;41;75;79;22;41;45;32;43;61;53;74;73;32;66;72;71;97;60;56;14;77;70;85;46;18;65;37;84;96;94;24;72;6;61;15;48;75;89;93;28;95;74;49;38;58;47;4;82;11;81;38;42
SEU9,94;94;76;96;8;22;62;11;54;18;10;39;65;26;58;65;76;89;33;98;76;77;43;50;94;62;68;45;19;72;80;81;87;7;38;7;79;77;67;79;42;67;31;27;44;2;23;13;3;9;73;56;66;31;97;72;15;46;1;10;28;79;93;76;61;50;61;87;6;35;16;50;57;51;81;22;44;57;45;99;53;44;21;6;42;89;21;91;20;71;38;99;95;63;17;71;57;3;38;48
HPOF,38;28;61;51;55;48;46;35;34;53;54;91;82;13;33;76;69;10;57;71;50;32;4;31;17;64;58;34;3;84;36;85;95;20;37;53;99;88;83;31;19;50;62;81;13;71;94;27;44;33;26;95;47;15;6;84;7;12;53;83;57;26;12;85;71;59;72;18;25;44;62;50;56;78;62;85;75;82;17;1;30;0;9;96;80;35;16;38;44;9;47;12;56;26;9;90;35;36;83;16
GHC6,88;9;19;37;60;0;3;38;18;24;76;33;49;24;67;22;29;51;9;27;77;52;7;75;74;99;63;47;84;15;92;53;92;88;62;12;50;25;77;63;18;3;82;62;59;42;62;22;15;93;62;42;78;8;66;6;82;5;41;96;68;80;86;95;26;90;63;48;36;1;43;37;4;1;14;84;66;27;85;29;5;3;51;72;58;97;80;1;50;68;99;18;59;14;87;75;16;97;28;17
IWBY,98;6;37;3;56;44;83;31;53;29;83;12;40;99;77;92;1;77;62;61;20;92;6;87;56;46;22;68;11;38;15;66;44;88;89;5;38;22;7;64;93;34;32;6;64;55;75;62;54;62;16;40;65;0;8;71;53;89;31;75;77;89;49;32;5;33;98;9;32;2;19;36;96;69;87;91;56;62;2;44;50;79;54;26;88;93;23;31;22;30;69;2;37;66;62;58;18;47;77;94
BWLO,3;54;67;22;8;66;15;64;87;40;24;20;94;27;64;49;93;16;3;25;97;2;82;89;2;3;12;18;3;16;31;93;83;70;91;0;55;45;56;39;31;75;45;89;91;90;66;98;64;80;6;78;27;76;54;13;38;86;95;27;65;39;27;64;97;10;15;24;85;51;88;17;53;75;32;25;52;55;36;52;53;21;65;19;98;96;27;62;90;83;58;49;37;81;16;81;35;10;77;75
GTM4,38;48;11;91;30;86;98;94;93;5;57;63;57;68;92;57;65;33;99;64;86;60;38;77;43;89;81;73;7;55;40;11;89;19;91;34;91;24;49;33;59;28;3;76;3;84;87;48;21;35;50;10;21;13;8;68;76;35;76;64;6;66;44;47;94;48;47;58;61;84;89;94;37;18;36;49;60;76;57;57;50;36;67;98;44;49;56;79;31;22;69;98;89;58;49;3;95;55;85;35
HQT0,8;88;21;15;10;49;20;84;7;38;80;33;61;1;4;26;76;11;69;88;56;92;53;80;12;12;38;79;81;13;41;59;76;49;39;77;89;65;33;51;37;40;31;66;83;37;4;20;75;80;51;99;31;51;33;54;36;82;43;98;41;50;25;37;27;23;5;19;70;85;35;61;31;7;87;71;59;15;23;23;31;42;82;44;42;49;4;94;1;51;67;30;58;54;99;50;5;16;31;8
RDFT,12;28;31;47;54;53;34;113;24;29;43;62;63;51;43;95;54;72;49;40;72;71;84;79;66;35;49;71;32;50;63;65;48;27;46;63;59;56;99;89;34;42;45;47;46;78;43;47;62;85;74;58;36;67;39;38;9;34;47;14;107;52;49;56;57;23;53;84;61;58;16;35;25;41;42;64;67;59;21;53;81;28;57;49;29;31;56;37;43;64;51;72;29;17;61;34;47;67;48;58
QHF0,3;38;54;81;15;14;55;32;11;32;35;22;41;27;68;31;36;74;16;60;53;31;59;15;13;37;42;24;60;56;51;28;13;44;55;28;46;36;43;51;52;28;32;36;32;70;29;56;36;37;47;32;31;21;70;61;1;64;40;41;17;32;52;41;45;42;94;72;71;30;67;76;28;17;31;55;1;46;63;51;54;62;56;53;25;19;63;16;43;36;1;42;51;43;69;41;60;51;50;9
Y94P,50;55;28;20;56;47;64;26;37;52;43;20;26;44;29;31;27;49;34;73;15;50;33;61;44;53;48;26;9;30;45;48;30;31;66;34;61;32;37;62;38;42;34;53;43;31;29;42;60;19;56;29;60;48;30;37;49;36;52;30;50;67;25;43;25;19;39;26;34;63;61;30;60;17;69;51;35;54;40;44;52;48;29;42;52;50;42;32;67;65;79;44;48;53;26;19;12;44;48;75
PSOK,86;11;41;77;21;62;44;86;28;31;65;83;80;95;63;78;11;31;63;80;79;44;19;99;12;50;28;57;82;44;84;56;14;2;13;60;95;22;11;93;37;43;97;53;68;57;56;10;59;87;15;69;27;65;14;55;55;83;34;98;13;10;71;76;60;60;58;17;18;0;55;99;24;58;94;57;56;93;65;84;22;70;98;54;85;39;95;63;34;29;97;43;39;58;81;45;86;43;25;94
XWVI,0;0;252;260;0;160;295;0;346;216;0;256;225;0;186;0;334;0;0;0;246;0;0;261;0;0;243;0;405;0;0;429;0;383;415;0;0;358;372;230;337;0;179;0;295;231;0;0;261;253;0;71;0;295;0;263;0;375;0;0;307;380;0;248;407;0;419;489;0;354;350;0;0;194;0;114;0;288;0;205;0;0;0;399;0;451;397;377;0;0;0;392;0;341;369;0;0;0;414;0
ZQ8L,52;3;77;4;41;51;72;93;52;90;44;21;34;16;79;85;49;38;10;4;87;46;4;60;62;17;39;55;73;84;76;93;14;43;51;32;45;90;8;63;8;78;33;20;69;22;76;23;6;15;87;7;20;39;27;15;96;39;70;87;11;57;83;30;80;23;17;72;31;58;83;77;57;75;47;49;31;72;45;64;57;8;43;81;26;24;11;18;65;65;49;66;70;51;83;95;70;85;52;89
YRBC,97;16;60;74;87;63;70;83;26;47;71;91;3;25;49;29;36;5;97;98;80;10;73;20;37;71;15;35;5;34;27;39;84;51;77;37;25;92;99;35;95;24;74;86;24;73;73;68;15;4;34;15;56;63;98;73;16;18;44;66;46;55;58;55;47;48;31;9;27;31;49;97;34;9;47;13;38;84;83;93;33;95;23;27;81;32;81;13;52;26;85;12;29;33;19;99;49;50;47;14
AP8T,78;72;6;98;42;88;39;53;0;44;99;91;91;81;73;38;56;84;64;32;15;18;93;15;20;99;51;52;9;67;28;55;25;47;65;31;86;41;97;58;90;34;87;83;79;18;22;95;86;24;74;44;11;1;93;93;92;71;52;48;95;5;33;41;34;88;54;23;98;34;24;49;92;12;46;59;77;4;16;92;64;8;32;56;42;89;4;47;73;8;10;57;2;35;18;13;90;57;38;37
TGQ3,82;91;75;25;26;44;54;4;35;15;43;13;43;94;90;30;2;77;96;0;63;60;82;86;63;27;86;1;49;96;98;47;77;15;95;17;48;77;38;68;62;14;29;99;15;68;88;35;70;22;42;93;48;15;9;56;18;64;22;80;91;8;86;11;40;65;38;23;41;65;96;45;21;85;20;96;51;63;43;47;53;31;11;45;61;6;56;87;7;62;65;63;25;78;92;84;91;94;81;6
S4B8,73;89;37;91;23;85;15;3;89;15;70;2;95;92;17;63;86;30;77;33;62;58;89;44;81;56;88;40;1;18;10;88;38;84;86;53;95;77;64;34;99;59;51;44;56;84;52;50;68;29;19;86;0;90;74;80;34;33;19;73;74;88;94;72;33;92;65;93;3;91;21;95;51;42;67;96;69;13;59;44;17;33;36;34;83;83;0;51;23;91;76;77;33;28;73;61;77;23;66;42
G2KY,34;94;19;37;41;99;50;67;75;13;94;51;94;83;65;69;99;55;84;0;14;50;66;17;32;10;9;68;79;89;22;11;44;11;27;75;17;80;94;25;18;45;36;14;71;52;43;92;25;35;26;0;78;69;51;16;29;85;59;89;31;42;83;71;69;80;83;58;96;75;41;46;51;52;27;27;43;65;85;74;23;36;13;95;16;34;73;3;89;2;49;72;45;84;66;28;78;2;83;55
JEQE,29;46;18;39;72;38;47;77;44;90;43;53;46;39;0;49;45;55;49;1;3;39;74;31;93;29;20;36;9;66;32;74;40;18;27;95;49;23;11;65;97;85;63;28;13;47;64;52;9;27;68;87;23;92;62;66;37;85;96;17;84;87;35;78;11;11;46;96;40;78;50;69;30;46;0;80;43;38;72;14;76;11;78;7;99;53;96;21;93;57;60;62;94;16;80;46;50;70;60;33
VHYZ,29;1;65;74;25;65;29;40;59;64;32;40;26;31;13;31;41;48;42;58;51;38;83;33;46;66;11;9;61;24;46;22;19;37;39;30;53;56;58;57;73;25;45;63;54;27;43;64;72;94;50;18;32;34;16;34;45;91;54;36;74;18;41;55;58;42;43;58;56;46;40;51;27;41;39;61;44;51;42;54;5;55;59;24;21;69;81;61;10;49;39;33;66;33;74;1;59;39;71;29
TBKG,28;46;47;27;38;23;49;60;42;45;57;57;70;39;6;20;53;68;28;25;87;48;45;45;43;39;24;20;81;1;47;48;79;21;68;25;25;65;41;25;28;24;56;44;27;7;46;56;43;66;1;5;23;1;7;8;35;5;77;31;70;61;9;61;34;26;55;31;37;63;65;77;50;65;1;16;63;26;40;52;24;42;51;72;43;82;44;63;15;30;42;25;13;21;40;43;68;34;47;36
S29M,59;26;35;0;91;8;16;48;22;85;36;29;50;55;21;87;44;94;19;11;87;22;98;24;76;85;87;84;91;30;28;98;89;92;24;0;15;73;35;1;95;42;84;16;66;16;49;81;30;49;59;6;97;61;4;71;51;33;49;39;18;89;29;14;8;14;69;48;87;99;77;99;8;33;53;21;53;23;84;69;42;75;78;32;7;99;58;17;9;48;3;22;50;45;53;91;15;53;38;40
QB1Z,98;40;11;64;54;3;20;62;41;33;88;39;20;79;86;65;71;75;17;26;95;81;89;43;45;9;62;9;44;92;40;48;52;10;75;20;76;85;38;18;39;89;3;19;55;50;52;93;91;3;85;90;32;5;67;27;27;75;12;55;97;69;24;52;67;28;28;87;53;57;45;87;79;91;97;92;28;14;87;46;99;78;33;85;43;93;19;49;74;25;58;11;94;46;19;31;93;4;35;89
FH4I,17;26;25;89;64;77;46;69;50;5;8;61;35;5;71;75;86;14;10;60;70;18;28;88;52;16;2;11;33;43;10;20;33;65;31;57;72;29;63;94;44;57;86;47;63;73;92;49;93;42;70;1;43;51;34;68;40;94;85;79;21;44;66;82;69;59;62;93;18;57;51;98;71;81;67;18;55;74;85;20;79;76;21;79;12;87;33;45;32;70;88;33;11;41;85;19;45;48;70;39
UQ7Y,50;47;47;29;45;41;21;37;22;45;35;49;45;40;22;37;42;45;27;49;63;58;58;54;26;43;31;23;37;49;49;33;75;34;27;67;53;59;20;44;20;51;42;47;42;23;49;57;32;41;39;35;43;38;30;23;67;60;41;50;44;32;33;51;42;41;11;34;52;43;46;52;40;33;30;41;28;47;29;39;45;40;29;17;37;36;45;28;39;46;36;23;13;47;37;36;14;60;15;42
WY41,39;92;12;40;7;96;52;20;9;31;4;96;50;29;92;45;67;48;69;4;78;15;98;4;78;15;73;27;4;55;40;1;32;95;29;77;64;9;31;30;31;91;78;1;26;21;19;50;5;8;13;62;86;25;8;77;16;52;61;45;61;17;53;1;84;80;90;88;95;21;40;18;66;87;53;86;78;70;26;2;1;92;75;16;81;21;74;50;40;79;7;0;52;5;11;47;25;24;95;41
WC6J,54;24;84;50;94;61;0;88;24;82;47;27;51;72;9;94;27;77;76;34;37;57;2;4;0;75;13;72;35;31;52;18;45;58;16;29;95;87;64;79;4;30;93;40;18;91;41;68;45;20;46;68;30;93;0;53;58;88;96;20;61;24;97;57;26;15;42;31;49;9;52;70;0;37;54;20;79;43;43;86;87;28;85;50;66;85;60;3;57;79;17;25;14;4;13;79;61;43;34;51
D9I3,5;64;90;64;75;7;20;24;69;70;73;59;13;75;77;60;92;23;17;53;81;59;2;43;12;79;50;49;45;72;95;26;29;22;54;46;20;41;65;37;52;86;98;42;49;42;36;38;82;26;75;21;77;85;8;0;99;79;31;30;35;12;42;21;49;6;55;20;59;21;29;6;92;79;56;98;29;92;83;38;65;64;64;35;41;72;27;75;97;43;63;54;14;73;78;99;65;7;88;47
MG2V,79;86;18;38;48;7;16;15;88;78;80;4;23;42;36;46;47;58;69;62;84;49;3;77;88;93;77;6;46;29;55;24;30;66;83;22;51;32;34;30;30;70;0;17;86;7;75;84;45;29;32;65;10;4;91;98;20;81;58;92;75;37;69;37;26;33;25;90;50;91;40;59;19;14;81;56;37;48;89;73;65;4;62;36;50;76;0;7;91;90;78;22;15;31;2;66;72;17;25;16
HXKQ,35;79;43;30;10;23;30;34;31;41;62;38;44;48;51;60;64;54;40;29;32;20;76;34;41;48;35;38;30;80;52;72;41;38;48;28;51;24;28;33;30;50;22;34;62;48;33;35;24;60;51;47;26;41;56;31;44;70;49;59;37;43;32;42;45;31;52;41;41;68;52;45;58;30;1;22;37;52;56;52;47;46;59;59;26;23;33;52;62;62;38;35;15;24;31;38;53;40;34;50
XOBQ,19;34;0;48;10;24;51;59;1;59;81;97;46;84;43;98;48;19;14;62;20;65;84;94;44;77;67;51;75;52;10;30;35;52;84;23;91;68;2;80;12;33;75;90;0;3;42;2;90;23;85;89;5;88;37;78;59;58;71;33;26;59;54;13;88;95;30;3;24;70;13;47;37;13;24;57;18;71;15;56;55;3;66;75;15;87;96;5;31;55;87;11;8;20;84;61;97;9;5;49
S9QD,25;93;66;16;1;52;24;41;59;62;82;57;37;77;72;82;72;91;3;5;40;87;98;30;94;2;42;58;51;6;78;0;40;53;22;78;19;27;47;15;75;41;39;62;39;70;48;26;93;0;28;29;30;12;12;20;20;32;98;69;23;78;52;24;89;21;4;64;32;63;81;77;83;82;68;87;2;41;84;23;58;56;76;38;69;85;8;76;66;17;96;26;70;13;97;83;8;66;99;5
R0KX,91;39;56;68;78;18;10;18;56;96;56;81;13;86;20;95;83;4;74;9;63;84;50;92;41;89;4;70;17;32;42;22;36;44;85;71;4;43;93;33;57;62;95;74;78;70;20;75;84;10;32;95;37;17;28;30;16;4;47;67;88;97;52;1;36;23;1;67;51;14;28;6;86;16;82;52;68;33;74;10;21;52;63;69;46;78;10;26;28;88;75;12;87;39;91;60;91;16;0;55
O2TV,5;36;24;90;46;58;22;79;19;73;13;44;95;67;24;43;61;60;70;20;65;18;22;25;42;93;71;88;70;6;47;58;47;52;42;89;48;28;63;1;49;50;19;47;88;77;15;83;58;12;74;32;1;44;72;52;12;90;77;74;44;17;77;39;94;33;24;72;20;67;63;77;96;97;91;20;5;42;94;2;76;15;72;39;10;61;46;93;57;68;15;42;88;45;97;64;41;91;39;67
SC8Y,27;51;67;62;76;11;27;21;98;16;45;86;60;61;60;72;4;41;91;35;49;18;33;41;97;56;29;55;67;38;2;23;80;33;92;38;79;54;83;96;15;59;20;73;94;76;49;80;3;28;77;67;28;98;26;54;74;28;40;37;23;50;55;17;39;21;60;59;19;24;13;44;43;41;43;29;5;5;98;94;27;86;44;10;22;54;26;46;90;72;76;80;67;86;0;40;85;14;27;89
N10J,31;79;96;8;78;52;50;94;0;27;29;68;98;87;11;14;88;57;57;47;71;44;21;98;59;39;34;10;59;96;31;39;18;15;71;80;73;64;17;84;7;22;80;29;16;91;66;30;27;25;15;82;79;79;37;18;45;70;86;15;92;96;35;44;22;43;48;55;35;48;36;3;37;26;3;71;87;33;91;14;6;95;4;99;93;9;88;33;36;9;28;66;49;77;25;9;88;24;3;30
ZQ5O,50;57;57;30;35;42;55;45;48;55;35;43;39;44;51;51;64;54;36;49;56;69;67;62;63;63;73;49;46;32;45;42;32;39;27;54;50;31;75;48;17;50;35;45;55;25;72;62;42;56;49;31;27;49;56;72;54;50;44;43;36;81;34;64;58;26;21;25;51;51;24;37;32;36;49;47;45;54;68;45;43;57;54;70;51;43;40;61;33;57;60;44;88;44;63;51;58;46;57;71
JIIT,52;55;88;82;2;46;66;59;8;91;43;44;15;64;63;3;79;4;39;93;21;17;72;73;9;29;31;51;65;30;28;90;74;2;81;51;25;40;38;70;81;93;35;0;11;15;41;76;47;24;63;24;67;68;30;47;18;72;93;80;51;35;39;78;64;51;77;83;58;1;55;96;14;55;99;39;11;59;3;72;71;28;41;2;9;0;52;5;77;77;1;57;78;50;68;51;81;23;61;64
SIGW,35;71;87;85;61;42;80;89;46;45;27;17;56;27;19;78;53;23;66;12;25;41;6;72;73;91;21;83;34;74;17;54;75;68;21;45;53;75;24;83;33;15;99;16;3;86;7;98;82;29;13;87;59;69;32;12;12;15;25;43;54;36;76;51;51;60;54;20;86;97;3;34;36;7;84;0;45;51;83;22;16;5;10;28;68;86;61;46;4;58;11;8;31;77;33;27;93;37;23;15
